label	Assembly Accession	Organism Name	Assembly Release Date
streptomyces_anulatus	GCF_020783455.1	Streptomyces anulatus	2021-11-07
massilia_putida	GCF_001941825.1	Massilia putida	2017-01-10
mycolicibacterium_vanbaalenii	GCF_000015305.1	Mycolicibacterium vanbaalenii PYR-1	2006-12-27
mesorhizobium_australicum	GCF_000230995.2	Mesorhizobium australicum WSM2073	2012-12-28
sphingopyxis_fribergensis	GCF_000803645.1	Sphingopyxis fribergensis	2014-12-18
mesorhizobium_loti	GCF_003148495.1	Mesorhizobium loti	2018-05-22
rhodanobacter_denitrificans	GCF_021545825.1	Rhodanobacter denitrificans	2022-01-21
pimelobacter_simplex	GCF_000785495.1	Pimelobacter simplex	2014-11-19
cellulosimicrobium_cellulans	GCF_018128265.1	Cellulosimicrobium cellulans	2021-04-22
pseudomonas_frederiksbergensis	GCF_001874645.1	Pseudomonas frederiksbergensis	2016-11-10
microcella_alkaliphila	GCF_004216855.1	Microcella alkaliphila	2019-02-20
caulobacter_segnis	GCF_003015125.1	Caulobacter segnis	2018-03-26
bosea_vaviloviae	GCF_001741865.1	Bosea vaviloviae	2016-09-21
lysobacter_enzymogenes	GCF_002355975.1	Lysobacter enzymogenes	2016-11-25
lysobacter_capsici	GCF_002355295.1	Lysobacter capsici	2017-09-25
paenibacillus_peoriae	GCF_000236805.1	Paenibacillus peoriae KCTC 3763	2011-12-05
acholeplasma_laidlawii	GCF_003385765.1	Acholeplasma laidlawii	2018-08-14
lelliottia_amnigena	GCF_019355955.1	Lelliottia amnigena	2021-07-27
weeksella_virosa	GCF_900637795.1	Weeksella virosa	2018-12-20
clostridium_autoethanogenum	GCF_001484725.1	Clostridium autoethanogenum DSM 10061	2016-01-04
[clostridium]_ultunense	GCF_000511955.1	[Clostridium] ultunense DSM 10521	2013-12-27
clostridium_cochlearium	GCF_900187165.1	Clostridium cochlearium	2017-08-15
eggerthella_lenta	GCF_021378605.1	Eggerthella lenta	2022-01-06
paraburkholderia_hospita	GCF_002902965.1	Paraburkholderia hospita	2018-01-29
burkholderia_stagnalis	GCF_001718955.1	Burkholderia stagnalis	2016-09-02
burkholderia_glumae	GCF_009931375.1	Burkholderia glumae	2020-01-27
burkholderia_oklahomensis	GCF_000959365.1	Burkholderia oklahomensis C6786	2015-03-20
paraburkholderia_terricola	GCF_003330825.1	Paraburkholderia terricola	2018-07-20
burkholderia_pseudomultivorans	GCF_902832925.1	Burkholderia pseudomultivorans	2020-06-09
paraburkholderia_phymatum	GCF_000020045.1	Paraburkholderia phymatum STM815	2008-04-22
burkholderia_ubonensis	GCF_002097715.1	Burkholderia ubonensis subsp. mesacidophila	2017-04-18
burkholderia_lata	GCF_000012945.1	Burkholderia lata	2005-10-20
burkholderia_pyrrocinia	GCF_001028665.1	Burkholderia pyrrocinia	2015-06-12
pelosinus_fermentans	GCF_900100555.1	Pelosinus fermentans	2016-10-21
brevundimonas_diminuta	GCF_900445995.1	Brevundimonas diminuta	2018-08-08
streptomyces_hygroscopicus	GCF_037126205.1	Streptomyces hygroscopicus subsp. hygroscopicus	2024-04-05
tumebacillus_algifaecis	GCF_002243515.1	Tumebacillus algifaecis	2017-08-08
bacillus_velezensis	GCF_000769555.1	Bacillus velezensis	2014-10-28
yersinia_similis	GCF_000582515.1	Yersinia similis	2014-02-26
vibrio_splendidus	GCF_022812045.1	Vibrio splendidus	2022-04-04
marinomonas_mediterranea	GCF_000192865.1	Marinomonas mediterranea MMB-1	2011-03-22
clostridium_pasteurianum	GCF_001856695.1	Clostridium pasteurianum	2016-10-31
vibrio_tasmaniensis	GCF_024347635.1	Vibrio tasmaniensis	2022-07-13
prevotella_jejuni	GCF_002849795.1	Prevotella jejuni	2018-01-03
faecalibaculum_rodentium	GCF_001564455.1	Faecalibaculum rodentium	2016-02-22
staphylococcus_nepalensis	GCF_002442935.1	Staphylococcus nepalensis	2017-10-04
bifidobacterium_animalis	GCF_000224965.2	Bifidobacterium animalis subsp. lactis BLC1	2013-02-05
paraburkholderia_aromaticivorans	GCF_002278075.1	Paraburkholderia aromaticivorans	2017-08-30
fusobacterium_periodonticum	GCF_000160475.1	Fusobacterium periodonticum ATCC 33693	2009-04-29
pantoea_rwandensis	GCF_002095475.1	Pantoea rwandensis	2017-04-18
bacillus_paralicheniformis	GCF_002993925.1	Bacillus paralicheniformis	2018-03-12
treponema_succinifaciens	GCF_000195275.1	Treponema succinifaciens DSM 2489	2011-04-07
cobetia_marina	GCF_005144735.1	Cobetia marina	2019-05-04
corynebacterium_genitalium	GCF_000143825.1	Corynebacterium genitalium ATCC 33030	2010-09-07
corynebacterium_imitans	GCF_900187215.1	Corynebacterium imitans	2017-08-15
cutibacterium_avidum	GCF_000367205.1	Cutibacterium avidum 44067	2013-04-17
corynebacterium_riegelii	GCF_001263755.1	Corynebacterium riegelii	2015-08-10
streptococcus_pasteurianus	GCF_004843545.1	Streptococcus pasteurianus	2019-04-24
pseudomonas_savastanoi	GCF_020917325.1	Pseudomonas savastanoi	2021-11-22
xanthomonas_fragariae	GCF_900183975.1	Xanthomonas fragariae	2017-05-25
renibacterium_salmoninarum	GCF_000018885.1	Renibacterium salmoninarum ATCC 33209	2007-12-18
xanthomonas_arboricola	GCF_905367715.1	Xanthomonas arboricola pv. juglandis	2021-03-24
xanthomonas_campestris	GCF_013388375.1	Xanthomonas campestris pv. raphani	2020-07-04
sporosarcina_psychrophila	GCF_001590685.1	Sporosarcina psychrophila	2016-03-14
pseudarthrobacter_sulfonivorans	GCF_014712225.1	Pseudarthrobacter sulfonivorans	2020-09-23
moraxella_bovoculi	GCF_000988745.2	Moraxella bovoculi	2018-08-29
anaerococcus_prevotii	GCF_000024105.1	Anaerococcus prevotii DSM 20548	2009-08-28
microbacterium_hominis	GCF_014725695.1	Microbacterium hominis	2020-09-24
kocuria_rhizophila	GCF_004563945.1	Kocuria rhizophila	2019-04-01
rhodococcus_rhodochrous	GCF_029457455.1	Rhodococcus rhodochrous	2023-03-29
staphylococcus_condimenti	GCF_001922405.1	Staphylococcus condimenti	2016-12-27
neisseria_weaveri	GCF_900638685.1	Neisseria weaveri	2018-12-20
acinetobacter_oleivorans	GCF_000196795.1	Acinetobacter oleivorans DR1	2010-06-21
enterobacter_kobei	GCF_000534275.1	Enterobacter kobei	2014-02-03
sinomonas_atrocyanea	GCF_006539205.1	Sinomonas atrocyanea	2019-06-12
taylorella_equigenitalis	GCF_028868935.1	Taylorella equigenitalis	2023-02-27
yersinia_aleksiciae	GCF_001319845.1	Yersinia aleksiciae	2015-04-03
yersinia_rohdei	GCF_000834455.1	Yersinia rohdei	2015-02-09
yersinia_intermedia	GCF_009730055.1	Yersinia intermedia	2019-12-05
yersinia_frederiksenii	GCF_000754805.1	Yersinia frederiksenii ATCC 33641	2014-09-16
yersinia_kristensenii	GCF_900460525.1	Yersinia kristensenii	2018-08-01
yersinia_massiliensis	GCF_000312485.1	Yersinia massiliensis CCUG 53443	2012-10-03
leptospira_borgpetersenii	GCF_003516145.1	Leptospira borgpetersenii serovar Ceylonica	2018-09-10
acinetobacter_defluvii	GCF_001704615.3	Acinetobacter defluvii	2019-08-16
cupriavidus_taiwanensis	GCF_000069785.1	Cupriavidus taiwanensis LMG 19424	2008-03-27
clostridium_tyrobutyricum	GCF_001642655.1	Clostridium tyrobutyricum	2016-05-12
corynebacterium_simulans	GCF_001586235.1	Corynebacterium simulans	2016-03-10
alicyclobacillus_acidocaldarius	GCF_000024285.1	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	2009-09-09
chitinophaga_pinensis	GCF_000024005.1	Chitinophaga pinensis DSM 2588	2009-08-19
zymomonas_mobilis	GCF_000498655.1	Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023	2013-11-25
xanthomonas_vasicola	GCF_000277895.2	Xanthomonas vasicola pv. musacearum NCPPB 4379	2018-12-27
streptomyces_violaceoruber	GCF_033406955.1	Streptomyces violaceoruber	2023-11-07
desulfovibrio_piger	GCF_937907355.1	Desulfovibrio piger	2023-01-10
edwardsiella_tarda	GCF_002504285.1	Edwardsiella tarda	2017-10-10
jonquetella_anthropi	GCF_000161995.1	Jonquetella anthropi E3_33 E1	2009-07-22
leptotrichia_buccalis	GCF_000023905.1	Leptotrichia buccalis C-1013-b	2009-09-01
selenomonas_sputigena	GCF_000208405.1	Selenomonas sputigena ATCC 35185	2011-04-21
clostridium_cellulovorans	GCF_000145275.1	Clostridium cellulovorans 743B	2010-08-11
acetomicrobium_mobile	GCF_000266925.1	Acetomicrobium mobile DSM 13181	2012-06-12
photorhabdus_asymbiotica	GCF_000196475.1	Photorhabdus asymbiotica	2009-07-13
filifactor_alocis	GCF_000163895.2	Filifactor alocis ATCC 35896	2011-01-27
prevotella_denticola	GCF_018128205.1	Prevotella denticola	2021-04-22
granulicella_tundricola	GCF_000178975.2	Granulicella tundricola MP5ACTX9	2011-02-02
segniliparus_rotundus	GCF_000092825.1	Segniliparus rotundus DSM 44985	2010-05-18
methylovulum_psychrotolerans	GCF_002209385.1	Methylovulum psychrotolerans	2017-06-27
granulicella_mallensis	GCF_000178955.2	Granulicella mallensis MP5ACTX8	2011-12-01
shewanella_baltica	GCF_000178875.2	Shewanella baltica OS678	2010-12-21
fluviicola_taffensis	GCF_000194605.1	Fluviicola taffensis DSM 16823	2011-03-31
mesotoga_prima	GCF_000147715.2	Mesotoga prima MesG1.Ag.4.2	2012-05-17
nitratifractor_salsuginis	GCF_000186245.1	Nitratifractor salsuginis DSM 16511	2011-01-18
mucilaginibacter_paludis	GCF_000166195.2	Mucilaginibacter paludis DSM 18603	2012-01-24
pantoea_vagans	GCF_004792415.1	Pantoea vagans	2019-04-14
sphingobium_chlorophenolicum	GCF_000722875.1	Sphingobium chlorophenolicum	2014-07-07
acetohalobium_arabaticum	GCF_000144695.1	Acetohalobium arabaticum DSM 5501	2010-08-05
geobacillus_subterraneus	GCF_012295505.1	Geobacillus subterraneus	2020-04-15
kyrpidia_tusciae	GCF_000092905.1	Kyrpidia tusciae DSM 2912	2010-04-29
terriglobus_saanensis	GCF_000179915.2	Terriglobus saanensis SP1PR4	2011-01-24
calditerrivibrio_nitroreducens	GCF_000183405.1	Calditerrivibrio nitroreducens DSM 19672	2010-11-30
cellulosilyticum_lentocellum	GCF_000178835.2	Cellulosilyticum lentocellum DSM 5427	2011-03-22
oxalobacter_formigenes	GCF_002127965.1	Oxalobacter formigenes	2017-05-11
helicobacter_canadensis	GCF_902381655.1	Helicobacter canadensis	2019-08-10
myroides_odoratus	GCF_900453865.1	Myroides odoratus	2018-08-01
fusobacterium_necrophorum	GCF_003732525.1	Fusobacterium necrophorum subsp. funduliforme	2018-11-15
fusobacterium_ulcerans	GCF_003019675.1	Fusobacterium ulcerans	2018-03-26
fusobacterium_gonidiaformans	GCF_003019695.1	Fusobacterium gonidiaformans ATCC 25563	2018-03-26
pediococcus_acidilactici	GCF_013127755.1	Pediococcus acidilactici	2020-05-20
simonsiella_muelleri	GCF_002951835.1	Simonsiella muelleri ATCC 29453	2018-02-02
capnocytophaga_gingivalis	GCF_002302415.1	Capnocytophaga gingivalis	2017-09-14
scardovia_inopinata	GCF_001042695.1	Scardovia inopinata JCM 12537	2015-03-24
parascardovia_denticolens	GCF_001042675.1	Parascardovia denticolens DSM 10105 = JCM 12538	2015-03-24
pseudopedobacter_saltans	GCF_000190735.1	Pseudopedobacter saltans DSM 12145	2011-03-01
rubinisphaera_brasiliensis	GCF_000165715.2	Rubinisphaera brasiliensis DSM 5305	2011-03-01
alkalitalea_saponilacus	GCF_002201795.1	Alkalitalea saponilacus	2017-06-20
spirochaeta_thermophila	GCF_000184345.1	Spirochaeta thermophila DSM 6578	2011-07-06
fibrobacter_succinogenes	GCF_000146505.1	Fibrobacter succinogenes subsp. succinogenes S85	2010-08-06
marinithermus_hydrothermalis	GCF_000195335.1	Marinithermus hydrothermalis DSM 14884	2011-04-07
hippea_maritima	GCF_000194135.1	Hippea maritima DSM 10411	2011-03-29
ornithobacterium_rhinotracheale	GCF_000756505.1	Ornithobacterium rhinotracheale ORT-UMN 88	2014-09-22
capnocytophaga_sputigena	GCF_002302495.1	Capnocytophaga sputigena	2017-09-14
serratia_plymuthica	GCF_000214235.1	Serratia plymuthica AS9	2011-05-20
deinococcus_actinosclerus	GCF_001507665.1	Deinococcus actinosclerus	2016-01-08
singulisphaera_acidiphila	GCF_000242455.2	Singulisphaera acidiphila DSM 18658	2012-12-17
halobacteroides_halobius	GCF_000328625.1	Halobacteroides halobius DSM 5150	2012-12-28
bernardetia_litoralis	GCF_000265505.1	Bernardetia litoralis DSM 6794	2012-06-11
dermacoccus_nishinomiyaensis	GCF_000725405.1	Dermacoccus nishinomiyaensis	2014-07-14
bifidobacterium_dentium	GCF_000172135.1	Bifidobacterium dentium ATCC 27678	2008-03-13
[enterobacter]_lignolyticus	GCF_001461805.1	[Enterobacter] lignolyticus	2015-12-07
mycolicibacterium_chubuense	GCF_900453455.1	Mycolicibacterium chubuense	2018-06-30
desulfitobacterium_dehalogenans	GCF_000243155.2	Desulfitobacterium dehalogenans ATCC 51507	2012-06-11
methylomonas_methanica	GCF_001644045.1	Methylomonas methanica	2016-05-16
amycolatopsis_methanolica	GCF_000371885.1	Amycolatopsis methanolica 239	2013-04-19
thermobacillus_composti	GCF_000227705.2	Thermobacillus composti KWC4	2012-12-18
hyphomicrobium_denitrificans	GCF_000143145.1	Hyphomicrobium denitrificans ATCC 51888	2010-06-25
pelobacter_propionicus	GCF_000015045.1	Pelobacter propionicus DSM 2379	2006-11-30
carboxydothermus_hydrogenoformans	GCF_000012865.1	Carboxydothermus hydrogenoformans Z-2901	2005-10-21
ilyobacter_polytropus	GCF_000165505.1	Ilyobacter polytropus DSM 2926	2010-10-22
arcobacter_nitrofigilis	GCF_000092245.1	Arcobacter nitrofigilis DSM 7299	2010-05-17
desulfotomaculum_nigrificans	GCF_000189755.2	Desulfotomaculum nigrificans DSM 574	2014-01-16
cellulophaga_lytica	GCF_000190595.1	Cellulophaga lytica DSM 7489	2011-02-28
sphaerochaeta_globosa	GCF_000190435.1	Sphaerochaeta globosa str. Buddy	2011-02-24
aliivibrio_fischeri	GCF_000020845.1	Aliivibrio fischeri MJ11	2008-08-28
caldicellulosiruptor_kronotskyensis	GCF_000166775.1	Caldicellulosiruptor kronotskyensis 2002	2010-11-17
halanaerobium_hydrogeniformans	GCF_000166415.1	Halanaerobium hydrogeniformans	2010-11-12
oceanithermus_profundus	GCF_000183745.1	Oceanithermus profundus DSM 14977	2010-12-02
aeromicrobium_marinum	GCF_000160775.2	Aeromicrobium marinum DSM 15272	2010-11-15
desulfitobacterium_dichloroeliminans	GCF_000243135.2	Desulfitobacterium dichloroeliminans LMG P-21439	2012-12-19
thermovibrio_ammonificans	GCF_000185805.1	Thermovibrio ammonificans HB-1	2011-01-07
corynebacterium_ammoniagenes	GCF_902381765.1	Corynebacterium ammoniagenes	2019-08-10
capnocytophaga_leadbetteri	GCF_002302615.1	Capnocytophaga leadbetteri	2017-09-14
turneriella_parva	GCF_000266885.1	Turneriella parva DSM 21527	2012-06-12
candidatus_pelagibacter_ubique	GCF_000384455.1	Candidatus Pelagibacter ubique HTCC1040	2013-04-26
sediminispirochaeta_smaragdinae	GCF_000143985.1	Sediminispirochaeta smaragdinae DSM 11293	2010-07-29
leadbetterella_byssophila	GCF_000166395.1	Leadbetterella byssophila DSM 17132	2010-11-12
saccharomonospora_marina	GCF_000244955.1	Saccharomonospora marina XMU15	2012-02-03
saccharomonospora_cyanea	GCF_000244975.1	Saccharomonospora cyanea NA-134	2012-02-03
moorella_thermoacetica	GCF_001267435.1	Moorella thermoacetica	2015-08-13
actinobacillus_succinogenes	GCF_002591855.1	Actinobacillus succinogenes	2017-10-19
saccharomonospora_azurea	GCF_000231055.2	Saccharomonospora azurea NA-128	2012-03-06
pseudoxanthomonas_suwonensis	GCF_010093235.1	Pseudoxanthomonas suwonensis	2020-02-03
amycolatopsis_mediterranei	GCF_000454025.1	Amycolatopsis mediterranei RB	2013-08-22
streptomyces_griseus	GCF_000010605.1	Streptomyces griseus subsp. griseus NBRC 13350	2008-04-08
haemophilus_aegyptius	GCF_900475885.1	Haemophilus aegyptius	2018-06-17
marinitoga_piezophila	GCF_000255135.1	Marinitoga piezophila KA3	2012-01-13
thermanaerovibrio_velox	GCF_000237825.1	Thermanaerovibrio velox DSM 12556	2011-12-19
owenweeksia_hongkongensis	GCF_000236705.1	Owenweeksia hongkongensis DSM 17368	2011-12-05
terriglobus_roseus	GCF_000265425.1	Terriglobus roseus DSM 18391	2012-06-08
saccharomonospora_glauca	GCF_000243395.2	Saccharomonospora glauca K62	2012-04-18
thiocystis_violascens	GCF_000227745.2	Thiocystis violascens DSM 198	2012-06-08
thermodesulfobacterium_geofontis	GCF_000215975.1	Thermodesulfobacterium geofontis OPF15	2011-06-07
deinococcus_maricopensis	GCF_000186385.1	Deinococcus maricopensis DSM 21211	2011-01-20
clostridium_beijerinckii	GCF_018223745.1	Clostridium beijerinckii	2021-05-02
azospira_oryzae	GCF_000236665.1	Azospira oryzae PS	2011-12-05
tepidanaerobacter_acetatoxydans	GCF_000213235.1	Tepidanaerobacter acetatoxydans Re1	2011-05-12
thermoanaerobacterium_thermosaccharolyticum	GCF_000328545.1	Thermoanaerobacterium thermosaccharolyticum M0795	2012-12-27
xanthomonas_oryzae	GCF_008370835.2	Xanthomonas oryzae pv. oryzicola	2019-09-12
isoptericola_variabilis	GCF_000215105.1	Isoptericola variabilis 225	2011-05-26
desulfobacter_postgatei	GCF_000233695.2	Desulfobacter postgatei 2ac9	2012-05-31
mogibacterium_pumilum	GCF_002243385.1	Mogibacterium pumilum	2017-08-08
megamonas_hypermegale	GCF_900187035.1	Megamonas hypermegale	2017-08-15
conexibacter_woesei	GCF_000025265.1	Conexibacter woesei DSM 14684	2010-01-15
bifidobacterium_angulatum	GCF_001025155.1	Bifidobacterium angulatum DSM 20098 = JCM 7096	2015-03-24
parvimonas_micra	GCF_003454775.1	Parvimonas micra	2018-09-05
flavisolibacter_tropicus	GCF_001644645.1	Flavisolibacter tropicus	2016-05-16
megasphaera_hexanoica	GCF_003315775.1	Megasphaera hexanoica	2018-07-12
acidaminococcus_fermentans	GCF_000025305.1	Acidaminococcus fermentans DSM 20731	2010-01-15
snodgrassella_alvi	GCF_000600005.1	Snodgrassella alvi wkB2	2014-03-25
siansivirga_zeaxanthinifaciens	GCF_000941055.1	Siansivirga zeaxanthinifaciens CC-SAMT-1	2015-03-04
bacillus_sonorensis	GCF_000342105.1	Bacillus sonorensis L12	2013-02-26
sinorhizobium_meliloti	GCF_037023865.1	Sinorhizobium meliloti	2024-04-05
treponema_brennaborense	GCF_000212415.1	Treponema brennaborense DSM 12168	2011-05-05
marinomonas_posidonica	GCF_000214215.1	Marinomonas posidonica IVIA-Po-181	2011-05-20
thermus_thermophilus	GCF_000091545.1	Thermus thermophilus HB8	2004-11-15
pectobacterium_carotovorum	GCF_013488025.1	Pectobacterium carotovorum	2020-07-23
thermoanaerobacter_brockii	GCF_000175295.2	Thermoanaerobacter brockii subsp. finnii Ako-1	2011-01-24
caldicellulosiruptor_saccharolyticus	GCF_000016545.1	Caldicellulosiruptor saccharolyticus DSM 8903	2007-04-19
bartonella_australis	GCF_000341355.1	Bartonella australis AUST/NH1	2013-02-20
bartonella_bovis	GCF_000384965.1	Bartonella bovis 91-4	2013-04-30
bartonella_schoenbuchensis	GCF_000385435.1	Bartonella schoenbuchensis m07a	2013-05-01
bartonella_vinsonii	GCF_900638635.1	Bartonella vinsonii	2018-12-20
niastella_koreensis	GCF_000246855.1	Niastella koreensis GR20-10	2011-12-14
leptospira_santarosai	GCF_000313175.2	Leptospira santarosai serovar Shermani str. LT 821	2014-10-08
xanthomonas_sacchari	GCF_002940085.1	Xanthomonas sacchari	2018-02-23
corynebacterium_frankenforstense	GCF_001941485.1	Corynebacterium frankenforstense DSM 45800	2017-01-10
massilia_timonae	GCF_001866515.1	Massilia timonae	2016-11-04
sinorhizobium_medicae	GCF_007827695.1	Sinorhizobium medicae	2019-08-02
sinorhizobium_fredii	GCF_003177055.1	Sinorhizobium fredii CCBAU 25509	2018-05-30
bacillus_mycoides	GCF_018739485.1	Bacillus mycoides	2021-06-07
francisella_philomiragia	GCF_018135955.1	Francisella philomiragia	2021-04-23
bartonella_quintana	GCF_009936175.1	Bartonella quintana	2019-12-09
bartonella_tribocorum	GCF_000196435.1	Bartonella tribocorum CIP 105476	2007-11-25
bartonella_birtlesii	GCF_000278095.1	Bartonella birtlesii LL-WM9	2012-07-25
bartonella_apis	GCF_001952065.1	Bartonella apis	2017-01-13
bartonella_grahamii	GCF_000022725.1	Bartonella grahamii as4aup	2009-06-19
thioflavicoccus_mobilis	GCF_000327045.1	Thioflavicoccus mobilis 8321	2012-12-20
acetobacter_aceti	GCF_000379545.1	Acetobacter aceti ATCC 23746	2013-04-23
halothermothrix_orenii	GCF_000020485.1	Halothermothrix orenii H 168	2009-01-13
zunongwangia_profunda	GCF_000023465.1	Zunongwangia profunda SM-A87	2010-04-21
aquiflexum_balticum	GCF_900176595.1	Aquiflexum balticum DSM 16537	2017-04-09
bartonella_henselae	GCF_000612965.1	Bartonella henselae	2014-04-01
caldicellulosiruptor_obsidiansis	GCF_000145215.1	Caldicellulosiruptor obsidiansis OB47	2010-08-11
capnocytophaga_ochracea	GCF_000023285.1	Capnocytophaga ochracea DSM 7271	2009-08-26
treponema_denticola	GCF_000008185.1	Treponema denticola ATCC 35405	2004-02-03
spirochaeta_africana	GCF_000242595.2	Spirochaeta africana DSM 8902	2012-04-02
thermanaeromonas_toyohensis	GCF_900176005.1	Thermanaeromonas toyohensis ToBE	2017-04-06
enterococcus_wangshanyuanii	GCF_002197645.1	Enterococcus wangshanyuanii	2017-06-19
verminephrobacter_eiseniae	GCF_000015565.1	Verminephrobacter eiseniae EF01-2	2007-01-09
streptomyces_chartreusis	GCF_008704715.1	Streptomyces chartreusis	2019-09-26
rhodococcus_ruber	GCF_016804345.1	Rhodococcus ruber	2021-02-03
campylobacter_curvus	GCF_013372125.1	Campylobacter curvus	2020-06-24
pseudomonas_lini	GCF_900104735.1	Pseudomonas lini	2016-10-20
pseudomonas_chlororaphis	GCF_014524625.1	Pseudomonas chlororaphis	2020-09-11
pseudomonas_umsongensis	GCF_012647205.1	Pseudomonas umsongensis	2020-04-22
herbaspirillum_frisingense	GCF_000300975.2	Herbaspirillum frisingense GSF30	2013-04-22
phyllobacterium_zundukense	GCF_002764115.1	Phyllobacterium zundukense	2017-11-13
brucella_ovis	GCF_000016845.1	Brucella ovis ATCC 25840	2007-05-30
bacillus_pseudomycoides	GCF_000161455.1	Bacillus pseudomycoides DSM 12442	2009-05-29
xanthomonas_phaseoli	GCF_001564415.1	Xanthomonas phaseoli pv. dieffenbachiae LMG 695	2016-02-22
xanthomonas_citri	GCF_000961215.1	Xanthomonas citri pv. citri	2015-03-24
brachyspira_murdochii	GCF_000092845.1	Brachyspira murdochii DSM 12563	2010-05-13
[clostridium]_saccharolyticum	GCF_000144625.1	[Clostridium] saccharolyticum WM1	2010-08-05
acidovorax_carolinensis	GCF_002157165.1	Acidovorax carolinensis	2017-05-24
mycoplasma_mycoides	GCF_000023685.1	Mycoplasma mycoides subsp. capri str. GM12	2009-08-21
helicobacter_bilis	GCF_000364285.1	Helicobacter bilis WiWa	2013-04-12
acidaminococcus_intestini	GCF_902381715.1	Acidaminococcus intestini	2019-08-10
cylindrospermum_stagnale	GCF_000317535.1	Cylindrospermum stagnale PCC 7417	2012-12-06
stanieria_cyanosphaera	GCF_000317575.1	Stanieria cyanosphaera PCC 7437	2012-12-06
cyanobacterium_aponinum	GCF_000317675.1	Cyanobacterium aponinum PCC 10605	2012-12-07
chlamydia_avium	GCF_000417735.2	Chlamydia avium	2013-07-02
acinetobacter_lactucae	GCF_013122135.1	Acinetobacter lactucae	2020-05-19
acidipropionibacterium_acidipropionici	GCF_001441165.1	Acidipropionibacterium acidipropionici	2015-11-09
pannonibacter_phragmitetus	GCF_900454465.1	Pannonibacter phragmitetus	2018-08-01
mycobacterium_haemophilum	GCF_000340435.2	Mycobacterium haemophilum DSM 44634	2015-10-30
thermotoga_maritima	GCF_000230655.2	Thermotoga maritima MSB8	2013-12-20
bartonella_bacilliformis	GCF_009498695.1	Bartonella bacilliformis	2019-11-04
grimontia_hollisae	GCF_001558255.2	Grimontia hollisae	2018-01-31
mycobacterium_leprae	GCF_003253775.1	Mycobacterium leprae	2018-06-18
bibersteinia_trehalosi	GCF_000521725.1	Bibersteinia trehalosi USDA-ARS-USMARC-188	2014-01-22
amycolatopsis_orientalis	GCF_000943515.2	Amycolatopsis orientalis	2016-06-22
pseudomonas_azotoformans	GCF_900103345.1	Pseudomonas azotoformans	2016-10-20
rhodothermus_marinus	GCF_000024845.1	Rhodothermus marinus DSM 4252	2009-11-03
kushneria_konosiri	GCF_002155145.1	Kushneria konosiri	2017-05-22
yoonia_vestfoldensis	GCF_000382265.1	Yoonia vestfoldensis DSM 16212	2013-04-24
paenibacillus_stellifer	GCF_000758685.1	Paenibacillus stellifer	2014-09-22
massilia_violaceinigra	GCF_002752675.1	Massilia violaceinigra	2017-11-06
paraburkholderia_terrae	GCF_020885575.1	Paraburkholderia terrae	2021-10-29
rhizobium_etli	GCF_002119845.1	Rhizobium etli	2017-05-09
polynucleobacter_necessarius	GCF_900096765.1	Polynucleobacter necessarius	2017-06-21
sphingobium_herbicidovorans	GCF_001598535.1	Sphingobium herbicidovorans NBRC 16415	2016-03-11
filimonas_lacunae	GCF_002355595.1	Filimonas lacunae	2016-05-23
cellulophaga_baltica	GCF_000468615.2	Cellulophaga baltica 18	2014-12-09
bradyrhizobium_icense	GCF_001693385.1	Bradyrhizobium icense	2016-07-25
rubrivivax_gelatinosus	GCF_004340905.1	Rubrivivax gelatinosus	2019-03-11
candidatus_planktophila_lacus	GCF_002288325.1	Candidatus Planktophila lacus	2017-09-08
erythrobacter_litoralis	GCF_001719165.1	Erythrobacter litoralis	2016-09-06
chloracidobacterium_thermophilum	GCF_000226295.1	Chloracidobacterium thermophilum B	2011-09-23
luteibacter_rhizovicinus	GCF_001887595.1	Luteibacter rhizovicinus DSM 16549	2016-11-30
delftia_acidovorans	GCF_000018665.1	Delftia acidovorans SPH-1	2007-11-16
salinispora_arenicola	GCF_000384275.1	Salinispora arenicola DSM 45545	2013-04-26
nocardiopsis_dassonvillei	GCF_900638215.1	Nocardiopsis dassonvillei	2018-12-20
marinobacterium_aestuarii	GCF_001651805.1	Marinobacterium aestuarii	2016-05-25
paracoccus_zhejiangensis	GCF_002847445.1	Paracoccus zhejiangensis	2017-12-27
xylella_fastidiosa	GCF_000007245.1	Xylella fastidiosa Temecula1	2003-01-29
methylococcus_capsulatus	GCF_000008325.1	Methylococcus capsulatus str. Bath	2005-05-18
psychromonas_ingrahamii	GCF_000015285.1	Psychromonas ingrahamii 37	2006-12-22
teredinibacter_turnerae	GCF_000964255.1	Teredinibacter turnerae	2015-03-27
thioalkalivibrio_versutus	GCF_001020955.1	Thioalkalivibrio versutus	2015-06-05
brevibacillus_laterosporus	GCF_002706795.1	Brevibacillus laterosporus DSM 25	2017-10-25
erysipelothrix_larvae	GCF_001545095.1	Erysipelothrix larvae	2016-02-02
microbacterium_paraoxydans	GCF_900105335.1	Microbacterium paraoxydans	2016-10-21
hirschia_baltica	GCF_000023785.1	Hirschia baltica ATCC 49814	2009-07-17
nocardia_terpenica	GCF_002568625.1	Nocardia terpenica	2017-10-17
methylotenera_versatilis	GCF_000093025.1	Methylotenera versatilis 301	2010-06-01
methylomonas_denitrificans	GCF_000785705.2	Methylomonas denitrificans	2016-02-22
